,sentence,val
1388,la misandrie nait ordianairement nairement d' un manque de connaissance technique à laquelle se mele une certaine sorte de vanité . §,3
1389,"Il arrive cependant parfois que certaine tombent dans l' erreur de la misandrie , qui ont commencé par pratiquer le sexe avec beaucoup d' ardeur et de succès mais qui n' ont finalement trouvé dans leurs expériences aucun contentement . §",3
1390,"L' amour est la seule chose qui sache nous procurer cette satisfaction intime , car elle referme , pour ainsi dire , ce ce cercle vicieux et procure enfin aux femmes calme et volupté . §",6
1391,&quot; §,1
1392,"libidineux , désirable désirable n s ai L s &quot; §",10
1393,vertueuse §,0
1394,"Moi président de la République , je n' aurai pas la prétention de faire la pâte moi - même . §",2
1395,Lola Turgis 2016 1201025 FYSL24 - Sémantique et pragmatique du texte • §,4
1396,Pastiche de textes §,1
1397,Pastiche §,1
1398,Introduction §,1
1399,Définition des traits §,1
1400,I - Texte 1 §,1
1401,II - Texte 2 §,0
1402,Conclusion §,0
1403,Bibliographie §,1
1404,"Moi président de la République , je n' aurai pas la prétention de faire la pâte moi - même . §",3
1405,"Moi président de la République , je ferai une galette des rois avec 250g de pâte feuillé tée , 300g de crème d' amande et 1 jaune d' oeuf . §",5
1406,"Moi président de la République , j' étalerai 250g de pâte feuilletée ; je l' empêcherai de gonfler trop à la cuisson a piquerai , de façon à l' empêcher de trop gonfler à la cuisson . §",11
1407,avec une fourchette pour laquelle il me faudra §,2
1408,"Moi président de la République , je ' essaierai de poser le second cercle de pâte sur le premier et de replier les bords sur quelques millimètres pour les souder les deux cercles entre eux . §",10
1409,"Moi président de la République , je §",1
1410,"Moi président de la République , j' enfournerai la galette pour 20 -30 minutes , plutôt dans le bas du four ; je ferai en sorte que la coloration soit exemplaire . §",9
1411,"Moi président de la Réépublique , je mettrai la galette ensuite au frais pour 1 heure et ferai préchauffer je le four à 220 ° C §",7
1412,"Moi président de la République , je Moi président de la République , je badigeonnerai le dessus avec le jaune d' oeuf battu . §",8
1413,e §,1
1414,' aurai à coeur de ne pas oublier la fève . §,0
1415, aurai à coeur de faire essaierai e constitueraila galettant ant ferai en sorte de ' étaler les 300g de crème d' amande s s en une couche régulière sur un des deux cercles de pâte . §,10
1416,"Moi président de la République , je mouillerai les bords des cercles ferai deux cercles de pâte de 23 cm environ dont je mouillerai les bords sur 1 cm environ à l' aide d' un pinceau trempé dans l' eau froide afin de les coller les cercles ensemble ensuite . §",8
1417,"Moi président de la République , je découperai un une cheminée au centre de l' autre cercle de pâte en faisant un petit trou d' 1,2 cm environ . §",6
1418,de façon à faire évacuer la vapeur . §,2
1419,maisla surveillerai pour §,1
1420,Les deux documents choisis sont une recette de cuisine de galette des rois à la crème d' amande et le discours de François Hollande donné entre les deux tours des élections présidentielles de 2012 . §,2
1421,Ce sont deux textes de type injonctif ou prescriptif et de type argumentatif . §,0
1422,respectivement Le premier est un texte injonctif ou prescriptif et le deuxième est un textede type argumentatif . §,2
1423,Ils sont donc définis par des traits qui leurs sont propres . §,2
1424,Définition du genre source Le genre cible les que §,3
1425,Annexe Corpus de textes §,0
1426,A - Traits définitoires §,0
1427,B - Traits appliqués lors de la réécriture §,2
1428,A - Traits définitoires §,1
1429,B - Traits appliqués lors de la réécriture §,0
1430,genre source argumentat discours médiatique et donc genre cible une recette et donc injonctif ou prescriptif §,6
1431,Introduction Les deux documents choisis sont une recette de cuisine de galette des rois à la crème d' amande et le discours de François Hollande donné entre les deux tours des élections présidentielles de 2012 . §,0
1432,Le premier est un texte de type injonctif ou prescriptif et le deuxième est de type argumentatif . §,0
1433,Ils sont donc définis par des traits qui leurs sor un texte : §,1
1434,le discours médiatique : ( médiatique ) §,2
1435,la recette de cuisine §,1
1436,A - §,1
1437,Présentation du genre §,0
1438,B - §,1
1439,"Traits définitoires : visée , format , appareil énonciatif , lexique , syntaxe §",1
1440,C - §,1
1441,Traits utilisés lors de la réécriture §,0
1442,A - §,0
1443,Présentation du genre §,0
1444,B - §,0
1445,"Traits définitoires : visée , format , appareil énonciatif , lexique , syntaxe §",0
1446,C - Traits utilisés lors de la réécriture §,1
1447,B §,1
1448,B §,1
1449,je séparerai en deux cercles de pâte de 23 cm environ . §,3
1450,"Moi président de la République , je piquera et par la suite m essaierai aurai à coeur , erai §",7
1451,"Dans u ce discours discours médiatique , §",3
1452,Le discours médiatique appartient au genre argumentatif . §,2
1453,La visée de ce discours est §,1
1454,La recette de cuisine appartient au genre prescriptif ou injonctif . §,1
1455,Nou §,1
1456,"Après le pastiche , la suite du pastiche , nous étudierons les caractéristiques de chacun des deux textes en présentant leurs traits définitoires et en justifiant le choix de ceux utilisés lors de la réécriture . §",3
1457,u genre source et du genre cible ( le discours médiatique ) ( la recette de cuisine ) §,3
1458,"Dans ce discours , l' énonciateur a pour visée de convaincre les français de voter pour lui au second tour des élections présidentielles . §",3
1459,"Dans cette recette de cuisine , comme dans toutes les recettes , l' auteur s' adresse aux lecteurs - cuisiniers uteur s' adresse aux lecteurs - cuisiniers souhaitant réaliser , dans ce cas - là , une galette des rois . §",6
1460,L' auteur guide donc et explique les dans la marche à suivre et leur explique les étapes à suivre . §,6
1461,pour sa réalisation §,1
1462,Introduction §,0
1463,Les deux documents choisis sont une recette de cuisine de galette des rois à la crème d' amande et le discours de François Hollande donné entre les deux tours des élections présidentielles de 2012 . §,0
1464,Le premier est un texte de type injonctif ou prescriptif et le deuxième est de type argumentatif . §,0
1465,Ils sont donc définis par des traits qui leurs sont propres . §,0
1466,r un texte : le discours médiatique : §,3
1467,la recette de cuisine §,0
1468,"A - Les traits définitoires : visée , format , appareil énonciatif , lexique , syntaxe §",1
1469,B - Les traits utilisés lors de la réécriture §,0
1470,"A - Les traits définitoires : visée , format , appareil énonciaitf , lexique , syntaxe §",1
1471,B - Les traits utilisés lors de la réécriture §,0
1472,"A la suite du pastiche , nous étudierons les caractéristiques du genre source ( le discous médiatique ) et du genre cible ( la recette de cuisine ) traits définitoires puis justifieront les choix faits pour la réécriture . §",4
1473,r Le discours médiatique appartient au genre argumentatif . §,2
1474,La recette de cuisine appartient au genre injonctif ou prescriptif . §,1
1475,"Dans ce discours , l' énonciateur a pour visée de convaincre le peuple français de voter pour lui lors du deuxième tour des élections présidentielles . §",2
1476,"de 2012 Cette recette de cuisine , §",2
1477,"Dans cette recette de cuisine , comme dans toutes les recettes , l' auteur s' adresse directement aux lecteurs - cuisiniers souhaitant réaliser une galette des rois . §",4
1478,L' auteur les guide et leur explique les différentes étapes pour sa faire réalisation . §,2
1479,"Il enchaîne , pendant 15 phrases , durant quinze phrases , §",3
1480,"Pendant quinze phrases , l' énonciateur reprend des points de l' ancien §",3
1481,"A quinze reprises , l' auteur Il s' attaque au gouvernement du quinquennat précédent en appuyant sur le fait qu' il §",5
1482,"Pendant un enchaînement de quinze phrases , i en expliquant aux français qu' il ne sera pas comme son ( potentiel ) prédécesseur . §",2
1483,à certains pointd §,1
1484,"Dans ce discours , il s' adresse bien évidemment aux électeurs mais également à son adversaire , dont le représentant est face à lui , indirectement : en critiquant en face la politique que ce dernier a mené , il tente de persuader les votants . §",9
1485,"a population ende , , §",3
1486,"En discréditant son concurrent , il tente de rallier à sa cause tous les électeurs ayant voté pour d' autres candidats au premier tour qui ne seraient pas passés . §",4
1487,s §,1
1488,"Bien que les deux textes choisis soient différents au niveau du genre et de la nature , impliquant donc des traits définitoires différents , on peut retrouver quelques similitudes . §",1
1489,"Lors de la réécriture , nous avons garder quelques traits qui permettent de reconnaître la nature e genre source . §",3
1490,"Nous avons donc garder la formule &quot; Moi président de la République &quot; car elle est emblématique de ce discours , à laquelle nous avons cellé l' utilisation de la première personne du singulier qui permet la cohérence et la cohésion du texte . §",3
